climber_id,year,season,route,age,sex,is_hired_staff,years_climbing,prior_8000m_peaks,prior_everest_attempts,highest_prev_altitude_m,operator_tier,team_size,sherpa_ratio,uses_oxygen,o2_start_altitude_m,days_acclimatizing,camps_established,summit_window_days,weather_score,jetstream_risk,queue_minutes_above_8000,turnaround_reason,serious_incident,summited
CLB015617,2021,spring,South Col-SE Ridge,49,M,0,1,1,1,7985,budget,6,0.22,1,7300,29,2,7,3.8,6.3,220,summited,0,1
CLB015618,2014,spring,South Col-SE Ridge,37,M,0,6,2,0,7816,independent,10,0.32,1,7000,21,3,6,8.0,1.0,183,death_zone_crowding,0,0
CLB015619,2017,winter,North Ridge-NE,31,M,0,7,0,0,8562,mid,8,1.4,1,7900,37,6,6,5.7,3.5,7,summited,0,1
CLB015620,2022,spring,South Col-SE Ridge,45,M,0,15,2,0,8132,budget,6,0.24,1,7000,40,2,0,8.3,2.0,38,weather_window_closed,0,0
CLB015621,2003,spring,South Col-SE Ridge,18,M,1,11,6,1,8343,budget,6,0.69,1,7300,24,1,5,3.3,5.1,58,summited,0,1
CLB015622,2010,spring,South Col-SE Ridge,16,F,1,2,4,1,7917,mid,8,1.46,1,7000,29,1,6,6.8,3.8,1,summited,0,1
CLB015623,2024,spring,South Col-SE Ridge,44,M,1,10,5,2,8247,premium,6,1.82,1,7900,44,4,7,6.0,2.2,71,summited,0,1
CLB015624,2014,spring,South Col-SE Ridge,33,M,0,7,0,0,5582,mid,7,1.64,1,7300,21,3,7,8.8,2.1,44,summited,0,1
CLB015625,2011,spring,South Col-SE Ridge,45,M,0,5,1,0,7995,budget,4,0.07,1,7900,36,3,4,3.9,6.3,10,weather_window_closed,0,0
CLB015626,2002,spring,North Ridge-NE,30,M,0,5,0,0,6043,premium,9,1.74,1,7900,35,3,5,8.5,1.3,1,illness,0,0
CLB015627,2011,spring,South Col-SE Ridge,32,F,0,4,1,0,7972,premium,6,1.85,1,7900,26,6,2,8.7,1.1,7,summited,0,1
CLB015628,2022,spring,South Col-SE Ridge,18,M,0,2,3,3,7781,mid,9,0.16,1,7900,31,5,4,6.6,5.2,60,exhaustion_altitude_sickness,0,0
CLB015629,2018,spring,South Col-SE Ridge,40,F,0,14,2,0,7863,budget,8,0.56,1,7000,40,6,4,4.3,5.1,112,exhaustion_altitude_sickness,0,0
CLB015630,2015,autumn,South Col-SE Ridge,52,M,1,23,4,0,7908,independent,7,0.28,1,7000,31,3,10,5.8,3.6,179,exhaustion_altitude_sickness,0,0
CLB015631,2015,winter,South Col-SE Ridge,31,M,0,13,0,0,6651,mid,9,0.86,1,7300,32,4,5,6.0,4.1,139,death_zone_crowding,0,0
CLB015632,2004,spring,South Col-SE Ridge,26,M,0,13,1,0,8204,budget,7,0.59,1,7900,28,2,4,8.0,1.2,9,team_decision,0,0
CLB015633,2006,spring,South Col-SE Ridge,35,M,0,17,3,0,8744,mid,10,1.4,1,7900,29,1,3,4.5,8.5,10,frostbite,0,0
CLB015634,2000,spring,South Col-SE Ridge,35,M,0,20,2,1,8572,mid,5,0.67,1,7000,32,1,4,9.4,0.0,1,illness,0,0
CLB015635,2007,spring,South Col-SE Ridge,31,M,0,6,1,0,7984,budget,7,0.41,1,7000,39,1,2,4.3,8.4,4,illness,0,0
CLB015636,2017,spring,South Col-SE Ridge,29,M,0,17,1,1,8253,mid,8,1.26,1,7900,32,3,5,5.1,3.7,152,death_zone_crowding,0,0
CLB015637,2021,spring,South Col-SE Ridge,29,M,1,14,7,0,8152,mid,6,1.12,1,7300,52,2,6,5.8,3.7,58,exhaustion_altitude_sickness,0,0
CLB015638,2014,spring,South Col-SE Ridge,26,F,0,6,0,0,5476,mid,10,0.56,1,7300,40,4,8,4.6,7.4,34,weather_window_closed,0,0
CLB015639,2018,spring,South Col-SE Ridge,33,M,0,9,0,1,7519,premium,11,1.26,1,7900,38,3,2,10.0,0.0,82,frostbite,0,0
CLB015640,2008,spring,South Col-SE Ridge,25,M,0,12,0,0,7279,independent,7,0.42,1,8000,15,6,7,7.7,0.0,9,weather_window_closed,0,0
CLB015641,2011,autumn,South Col-SE Ridge,42,F,0,9,2,0,8401,budget,8,0.73,1,7000,18,1,2,7.0,4.4,21,team_decision,0,0
CLB015642,2001,spring,South Col-SE Ridge,49,F,0,9,1,0,7772,mid,13,0.74,1,7300,31,3,6,4.3,5.7,10,summited,0,1
CLB015643,2006,spring,South Col-SE Ridge,56,M,0,15,2,1,8126,independent,6,0.61,0,0,29,6,3,4.4,2.1,3,frostbite,0,0
CLB015644,2019,spring,South Col-SE Ridge,35,M,0,11,4,1,8254,premium,9,2.15,1,7300,34,3,6,5.3,8.0,11,summited,0,1
CLB015645,2017,spring,South Col-SE Ridge,28,F,1,9,3,0,8143,mid,5,0.98,1,7300,36,5,3,7.2,2.9,154,exhaustion_altitude_sickness,0,0
CLB015646,2021,autumn,South Col-SE Ridge,31,M,1,8,2,0,8400,mid,9,1.38,1,7900,30,6,2,6.8,2.8,44,other,0,0
CLB015647,2018,spring,North Ridge-NE,36,M,0,18,2,0,8592,mid,10,1.36,1,7000,31,6,6,4.2,6.2,6,weather_window_closed,0,0
CLB015648,2011,spring,South Col-SE Ridge,40,M,0,7,0,2,7712,premium,10,1.3,1,7000,23,2,6,5.9,6.5,1,weather_window_closed,0,0
CLB015649,2015,spring,South Col-SE Ridge,40,M,0,15,0,2,8190,budget,10,0.93,1,7300,39,2,4,4.0,5.9,152,weather_window_closed,0,0
CLB015650,2006,spring,North Ridge-NE,29,M,0,17,0,0,6473,mid,5,0.47,1,7300,33,1,7,7.9,0.7,4,weather_window_closed,0,0
CLB015651,2012,spring,South Col-SE Ridge,45,M,0,16,2,0,7688,mid,7,0.76,1,7000,23,6,7,9.4,0.0,27,summited,0,1
CLB015652,2003,spring,South Col-SE Ridge,24,M,1,23,5,1,8303,budget,10,0.82,1,7900,26,5,6,4.5,6.7,10,summited,0,1
CLB015653,2011,spring,South Col-SE Ridge,41,M,1,8,1,0,7584,independent,13,0.37,1,7900,38,4,2,5.6,0.4,14,exhaustion_altitude_sickness,0,0
CLB015654,2013,spring,South Col-SE Ridge,60,M,0,9,6,0,8800,budget,9,0.71,1,7300,30,3,6,3.8,7.8,70,weather_window_closed,0,0
CLB015655,2019,spring,South Col-SE Ridge,17,F,1,6,2,1,8106,mid,11,0.88,1,7000,37,4,7,3.2,6.6,41,weather_window_closed,0,0
CLB015656,1994,spring,North Ridge-NE,49,M,0,10,0,0,6339,premium,9,1.07,1,7300,33,6,7,5.4,4.1,2,exhaustion_altitude_sickness,0,0
CLB015657,2013,spring,South Col-SE Ridge,39,M,0,12,0,0,5945,mid,5,1.19,1,7000,45,3,6,5.1,2.2,55,team_decision,0,0
CLB015658,2014,spring,North Ridge-NE,39,M,0,10,1,0,7974,budget,8,0.36,1,7300,27,3,6,5.3,1.3,11,frostbite,0,0
CLB015659,2001,spring,other,46,M,0,17,0,0,7874,premium,9,2.07,0,0,27,6,4,7.0,1.5,2,illness,0,0
CLB015660,2019,spring,South Col-SE Ridge,50,M,0,16,0,0,5262,mid,6,1.16,1,7000,23,6,4,8.2,1.5,126,death_zone_crowding,0,0
CLB015661,2025,spring,South Col-SE Ridge,33,M,0,14,1,0,8354,mid,7,1.1,1,7900,35,4,4,8.1,0.3,62,summited,0,1
CLB015662,2025,spring,South Col-SE Ridge,31,F,0,16,4,0,8273,mid,9,1.55,1,7300,22,2,2,7.4,1.0,54,summited,0,1
CLB015663,2015,spring,South Col-SE Ridge,28,M,1,9,6,0,8473,premium,7,1.83,1,7900,37,3,5,7.7,2.6,97,summited,0,1
CLB015664,1998,spring,South Col-SE Ridge,23,M,0,3,4,1,8183,mid,8,0.95,1,7000,31,4,5,7.4,2.6,34,summited,0,1
CLB015665,2008,spring,South Col-SE Ridge,35,F,0,5,0,0,6374,mid,12,1.1,1,7000,29,6,8,9.3,0.8,5,summited,0,1
CLB015666,2003,spring,South Col-SE Ridge,48,M,0,7,0,0,6321,premium,11,1.62,1,7300,42,1,3,4.1,5.7,3,weather_window_closed,0,0
CLB015667,2023,spring,South Col-SE Ridge,29,M,0,0,0,0,5032,premium,8,1.75,1,7000,38,5,4,6.0,4.8,40,exhaustion_altitude_sickness,0,0
CLB015668,2010,spring,South Col-SE Ridge,41,M,1,11,5,0,8559,budget,9,0.33,1,7000,41,2,5,5.2,3.4,16,team_decision,0,0
CLB015669,2015,spring,South Col-SE Ridge,41,M,1,5,4,0,8295,mid,11,0.53,1,7300,44,6,6,8.0,0.9,103,summited,0,1
CLB015670,2020,spring,South Col-SE Ridge,35,M,1,16,4,0,8345,premium,20,1.7,1,7900,17,5,1,6.8,3.8,180,exhaustion_altitude_sickness,0,0
CLB015671,2021,spring,South Col-SE Ridge,28,M,0,15,0,0,5536,premium,7,0.58,1,7000,27,1,8,5.9,5.0,102,exhaustion_altitude_sickness,0,0
CLB015672,2006,spring,North Ridge-NE,35,M,0,9,2,0,7982,premium,6,0.9,1,7900,30,2,6,4.4,5.3,5,summited,0,1
CLB015673,1996,spring,South Col-SE Ridge,45,F,0,9,2,0,8627,mid,11,1.2,1,7900,24,3,6,6.1,3.0,0,weather_window_closed,0,0
CLB015674,2017,spring,South Col-SE Ridge,51,M,0,9,3,0,8463,premium,11,1.78,1,7900,33,4,5,4.0,5.0,48,summited,0,1
CLB015675,2011,autumn,South Col-SE Ridge,57,M,1,9,3,0,8044,premium,8,1.43,1,8000,32,3,1,7.7,0.9,12,exhaustion_altitude_sickness,0,0
CLB015676,2021,spring,South Col-SE Ridge,30,M,0,7,0,0,6329,mid,12,1.19,1,7300,32,5,3,6.7,3.6,46,exhaustion_altitude_sickness,0,0
CLB015677,2020,autumn,South Col-SE Ridge,44,M,0,8,1,0,8040,mid,3,0.97,0,0,36,4,4,4.8,6.1,26,weather_window_closed,0,0
CLB015678,2010,spring,South Col-SE Ridge,45,M,0,1,0,0,5431,independent,12,0.34,1,7900,26,3,8,7.2,3.0,2,illness,0,0
CLB015679,2004,autumn,South Col-SE Ridge,58,M,0,9,2,0,8800,premium,7,2.01,1,7300,36,3,5,7.2,2.6,30,summited,0,1
CLB015680,1990,autumn,North Ridge-NE,33,M,1,13,4,2,8114,premium,5,1.91,1,7900,39,4,7,8.7,2.0,0,summited,0,1
CLB015681,2023,spring,South Col-SE Ridge,36,M,1,13,3,0,8022,budget,5,0.47,1,8000,35,3,5,9.7,0.0,12,summited,0,1
CLB015682,2001,spring,South Col-SE Ridge,43,M,0,13,1,0,8501,budget,7,0.56,1,7900,29,1,4,8.7,0.3,24,frostbite,0,0
CLB015683,1990,spring,North Ridge-NE,60,M,0,8,0,0,6841,budget,8,0.52,1,7000,31,1,4,7.7,1.0,3,exhaustion_altitude_sickness,0,0
CLB015684,2015,spring,North Ridge-NE,31,M,1,12,6,0,8166,mid,10,0.89,1,7900,39,4,8,6.3,3.9,2,exhaustion_altitude_sickness,0,0
CLB015685,2022,spring,South Col-SE Ridge,27,M,0,9,0,0,8200,mid,11,2.15,1,7300,40,2,8,5.5,4.1,35,summited,0,1
CLB015686,2002,autumn,South Col-SE Ridge,43,M,0,6,6,0,8251,mid,9,0.61,1,7900,22,6,5,7.7,2.6,14,weather_window_closed,0,0
CLB015687,2006,spring,South Col-SE Ridge,38,F,0,18,2,1,7709,independent,12,0.45,0,0,32,2,4,10.0,0.0,39,team_decision,0,0
CLB015688,1992,spring,South Col-SE Ridge,26,M,1,18,5,2,8177,budget,8,0.43,1,7000,29,5,1,1.2,9.5,11,exhaustion_altitude_sickness,0,0
CLB015689,1998,spring,South Col-SE Ridge,37,M,0,12,3,0,7825,budget,13,0.28,0,0,37,6,9,6.3,1.8,8,team_decision,0,0
CLB015690,1991,spring,North Ridge-NE,32,M,1,16,3,0,8005,budget,9,0.47,1,7300,27,6,5,5.9,4.8,5,summited,0,1
CLB015691,2002,spring,North Ridge-NE,34,M,0,5,0,0,7738,budget,11,0.76,0,0,41,1,3,7.7,2.9,4,oxygen_exhaustion,0,0
CLB015692,2009,spring,South Col-SE Ridge,33,M,1,14,3,0,8083,independent,10,0.0,0,0,36,3,5,4.3,4.0,16,illness,0,0
CLB015693,2015,spring,South Col-SE Ridge,33,F,0,14,0,1,6434,mid,7,1.16,1,7000,31,5,5,5.7,5.4,42,weather_window_closed,0,0
CLB015694,2012,spring,North Ridge-NE,48,F,0,14,0,0,4226,mid,10,1.34,1,7300,40,3,7,3.6,8.3,21,weather_window_closed,0,0
CLB015695,2021,spring,South Col-SE Ridge,19,M,1,23,6,1,8227,mid,6,1.03,1,7000,17,4,4,7.2,2.8,42,summited,0,1
CLB015696,2020,spring,North Ridge-NE,35,M,0,14,1,1,8358,independent,7,0.2,1,7300,28,5,5,6.0,2.9,22,team_decision,0,0
CLB015697,2009,autumn,North Ridge-NE,50,M,0,9,0,3,7418,premium,9,1.18,1,7300,38,2,5,8.8,1.4,9,summited,0,1
CLB015698,2001,spring,North Ridge-NE,38,M,1,18,4,0,7957,premium,6,1.64,1,7000,34,1,8,3.5,6.6,9,summited,0,1
CLB015699,2004,spring,South Col-SE Ridge,26,F,0,16,1,3,8436,budget,16,1.47,1,7900,29,1,3,3.8,7.4,8,weather_window_closed,0,0
CLB015700,2012,spring,South Col-SE Ridge,44,F,0,15,0,0,7536,mid,10,0.56,1,7000,36,5,5,6.1,4.7,47,frostbite,0,0
CLB015701,2011,spring,South Col-SE Ridge,43,M,0,10,0,0,6149,mid,5,0.99,1,7300,38,2,5,6.0,3.6,28,team_decision,0,0
CLB015702,2004,spring,South Col-SE Ridge,50,M,0,15,0,1,8741,mid,12,0.84,1,7300,35,4,2,5.4,3.7,2,summited,0,1
CLB015703,2012,spring,North Ridge-NE,31,F,1,17,3,0,7969,budget,8,0.94,1,7300,41,2,7,8.1,2.1,46,illness,0,0
CLB015704,2000,spring,South Col-SE Ridge,38,M,0,19,2,1,8213,premium,11,1.23,1,7900,32,3,2,7.6,3.0,27,summited,0,1
CLB015705,2023,spring,South Col-SE Ridge,56,M,1,7,1,1,8142,mid,4,0.53,1,7000,39,2,7,8.2,2.9,47,illness,0,0
CLB015706,2010,spring,North Ridge-NE,41,F,0,14,1,3,8409,mid,12,0.92,1,7000,42,3,7,4.5,3.5,4,summited,1,1
CLB015707,2004,spring,South Col-SE Ridge,45,M,1,10,1,0,7826,premium,10,0.76,1,7000,33,1,3,5.6,3.3,6,exhaustion_altitude_sickness,0,0
CLB015708,2007,spring,South Col-SE Ridge,32,F,1,12,5,0,8353,mid,9,0.94,1,7000,29,3,4,7.0,2.5,23,summited,0,1
CLB015709,2023,spring,South Col-SE Ridge,46,M,0,11,0,0,5910,independent,5,0.51,1,7300,25,2,8,6.5,3.8,90,team_decision,0,0
CLB015710,2010,autumn,South Col-SE Ridge,43,M,0,7,0,1,6905,budget,13,0.46,1,7000,34,5,4,9.3,0.1,5,frostbite,0,0
CLB015711,2021,spring,South Col-SE Ridge,35,M,0,6,2,2,8561,mid,7,1.1,1,7300,45,5,5,6.3,3.4,99,exhaustion_altitude_sickness,0,0
CLB015712,2010,autumn,North Ridge-NE,31,M,1,13,3,0,8606,premium,5,1.7,1,7900,24,3,8,6.3,1.2,9,summited,0,1
CLB015713,2017,spring,North Ridge-NE,29,M,1,5,6,1,8105,independent,11,0.21,0,0,22,3,4,10.0,0.0,10,oxygen_exhaustion,0,0
CLB015714,1998,spring,South Col-SE Ridge,17,M,0,16,0,0,6438,mid,8,1.4,1,7900,40,6,7,5.5,6.0,8,exhaustion_altitude_sickness,0,0
CLB015715,2022,autumn,South Col-SE Ridge,32,M,1,5,6,0,7936,independent,13,0.65,1,7900,45,1,6,4.1,8.1,128,summited,0,1
CLB015716,2005,spring,other,21,M,0,10,1,1,7796,mid,10,1.73,1,7900,23,4,6,9.2,0.0,3,summited,0,1
CLB015717,2020,spring,South Col-SE Ridge,39,M,0,13,6,0,8247,premium,7,1.15,0,0,27,5,4,5.0,3.6,41,other,0,0
CLB015718,1991,spring,North Ridge-NE,30,M,0,5,0,0,7381,budget,11,0.73,1,7300,25,2,3,8.6,2.4,4,exhaustion_altitude_sickness,0,0
CLB015719,2000,spring,North Ridge-NE,47,M,0,12,0,1,4376,premium,13,0.96,1,7300,38,4,5,4.7,6.8,16,summited,0,1
CLB015720,2010,spring,South Col-SE Ridge,41,M,1,16,8,0,7940,budget,11,1.09,1,7300,26,2,3,2.1,7.2,3,weather_window_closed,0,0
CLB015721,2021,spring,South Col-SE Ridge,47,M,1,9,5,1,8136,mid,10,0.43,1,7300,31,2,3,5.7,5.1,66,team_decision,0,0
CLB015722,2009,spring,South Col-SE Ridge,57,F,1,14,3,0,8049,budget,5,0.44,0,0,32,2,3,5.1,2.2,6,oxygen_exhaustion,0,0
CLB015723,1994,spring,South Col-SE Ridge,30,M,1,15,5,0,7658,budget,7,0.53,1,7900,32,1,4,8.3,1.4,1,summited,0,1
CLB015724,2021,spring,North Ridge-NE,48,M,0,3,4,0,8022,mid,7,1.13,1,7300,42,4,10,8.7,2.3,56,summited,0,1
CLB015725,2013,spring,South Col-SE Ridge,31,M,1,16,6,0,7777,budget,12,1.18,1,8000,40,4,7,8.4,3.3,4,frostbite,0,0
CLB015726,2026,spring,South Col-SE Ridge,30,M,0,17,3,1,8357,premium,14,2.0,1,7000,35,3,6,7.5,2.6,28,summited,0,1
CLB015727,2002,spring,South Col-SE Ridge,21,M,1,12,3,3,8383,independent,10,0.31,1,7000,23,6,5,4.3,5.9,28,weather_window_closed,0,0
CLB015728,2014,spring,South Col-SE Ridge,44,M,0,7,0,0,7458,premium,6,1.21,1,7900,20,6,4,5.1,4.2,58,team_decision,0,0
CLB015729,2018,spring,North Ridge-NE,50,M,0,7,2,0,7858,budget,12,0.47,1,7900,20,4,5,5.4,4.5,13,exhaustion_altitude_sickness,0,0
CLB015730,2013,spring,North Ridge-NE,34,M,1,12,2,2,7686,mid,12,1.24,1,7000,29,3,8,8.9,0.0,14,summited,1,1
CLB015731,1998,spring,South Col-SE Ridge,51,M,0,15,1,0,7827,budget,9,0.53,1,7300,30,3,3,6.6,1.2,1,summited,0,1
CLB015732,2015,spring,South Col-SE Ridge,29,M,0,6,1,0,8201,mid,8,1.19,1,7900,30,5,6,2.7,8.2,55,team_decision,0,0
CLB015733,1992,spring,North Ridge-NE,37,M,1,2,1,1,7931,mid,6,1.5,1,7900,30,6,0,6.0,5.1,6,team_decision,0,0
CLB015734,2024,spring,South Col-SE Ridge,33,M,1,7,4,0,7701,independent,12,0.18,0,0,30,2,4,4.7,5.1,61,weather_window_closed,0,0
CLB015735,2024,spring,South Col-SE Ridge,16,M,1,17,8,0,7927,premium,11,1.85,1,7300,29,6,6,6.9,4.5,58,summited,0,1
CLB015736,2022,spring,South Col-SE Ridge,30,M,0,2,1,1,7562,independent,7,0.34,1,7900,36,2,1,5.0,2.3,166,frostbite,0,0
CLB015737,2009,spring,South Col-SE Ridge,54,M,0,8,0,0,5869,independent,10,0.29,1,7300,34,3,8,4.3,7.4,2,summited,0,1
CLB015738,2019,spring,South Col-SE Ridge,24,M,1,5,3,0,7908,mid,6,1.55,1,7000,29,3,2,8.4,1.3,420,exhaustion_altitude_sickness,0,0
CLB015739,2024,spring,South Col-SE Ridge,41,M,0,14,0,1,8134,mid,6,1.54,1,8000,29,4,9,7.9,1.3,57,other,0,0
CLB015740,1997,spring,North Ridge-NE,35,M,0,4,6,0,8082,premium,11,2.09,1,7300,27,1,6,7.8,0.9,4,summited,0,1
CLB015741,2025,spring,other,45,M,0,4,1,1,7861,budget,13,0.63,1,7300,30,6,8,9.9,0.6,15,summited,0,1
CLB015742,2001,autumn,South Col-SE Ridge,31,M,1,6,5,0,7498,premium,5,1.51,1,7900,44,6,4,2.0,9.4,9,summited,0,1
CLB015743,2009,winter,North Ridge-NE,34,M,0,20,1,0,8359,mid,11,1.64,1,7900,30,2,5,7.1,1.3,1,weather_window_closed,0,0
CLB015744,2006,spring,South Col-SE Ridge,30,F,0,12,1,0,8480,mid,9,1.59,0,0,43,5,3,8.4,2.3,58,exhaustion_altitude_sickness,0,0
CLB015745,2013,spring,North Ridge-NE,43,M,1,5,2,1,8001,premium,14,1.22,1,7300,43,6,2,6.1,4.9,14,summited,0,1
CLB015746,2019,spring,South Col-SE Ridge,36,M,0,5,1,0,8686,premium,5,1.63,1,7300,26,4,3,4.7,6.6,55,weather_window_closed,0,0
CLB015747,2018,spring,South Col-SE Ridge,26,M,0,19,0,1,6125,premium,10,1.16,1,7900,35,2,6,3.6,6.6,27,weather_window_closed,0,0
CLB015748,2011,spring,South Col-SE Ridge,43,F,0,5,2,0,8416,premium,9,1.49,1,7900,41,1,10,7.0,2.0,2,illness,0,0
CLB015749,2006,spring,North Ridge-NE,37,M,0,16,1,0,8059,budget,8,0.44,1,7300,24,2,5,8.2,3.6,3,exhaustion_altitude_sickness,0,0
CLB015750,2000,spring,South Col-SE Ridge,44,M,1,0,4,0,8186,mid,9,0.6,1,7300,28,2,5,5.9,4.1,2,exhaustion_altitude_sickness,0,0
CLB015751,2010,spring,South Col-SE Ridge,47,M,1,11,4,0,8227,mid,7,0.47,1,7900,17,3,8,5.3,5.8,21,exhaustion_altitude_sickness,0,0
CLB015752,2023,spring,North Ridge-NE,55,M,1,0,3,0,7871,budget,10,1.05,0,0,36,3,4,8.0,3.4,46,oxygen_exhaustion,0,0
CLB015753,2006,spring,South Col-SE Ridge,48,M,0,12,0,0,7738,premium,9,1.91,1,7300,39,6,2,7.3,1.8,17,summited,0,1
CLB015754,2015,spring,South Col-SE Ridge,39,F,0,12,0,0,6049,premium,7,1.38,1,7000,29,2,5,9.6,0.0,44,summited,0,1
CLB015755,2021,spring,other,28,M,0,7,0,3,6420,premium,9,1.29,1,7900,32,3,7,4.5,8.2,36,team_decision,0,0
CLB015756,2026,spring,North Ridge-NE,23,M,0,11,0,1,7234,budget,13,0.62,1,7300,45,4,7,3.9,5.0,5,summited,0,1
CLB015757,2006,spring,South Col-SE Ridge,48,M,1,8,3,3,8210,mid,12,0.99,1,7300,28,5,3,10.0,1.0,40,summited,0,1
CLB015758,2018,spring,South Col-SE Ridge,41,M,0,13,0,2,4648,mid,9,1.34,1,8000,28,4,4,2.5,6.9,5,illness,0,0
CLB015759,2016,spring,South Col-SE Ridge,42,M,0,14,1,0,8302,premium,7,1.21,1,7000,37,1,6,8.3,1.9,141,death_zone_crowding,0,0
CLB015760,2007,spring,North Ridge-NE,22,M,0,9,0,0,7599,premium,12,1.17,1,7300,28,2,6,6.4,3.7,7,summited,0,1
CLB015761,2010,spring,South Col-SE Ridge,58,M,0,13,0,0,5906,budget,5,0.76,1,8000,43,3,7,5.5,6.4,50,exhaustion_altitude_sickness,0,0
CLB015762,2010,spring,South Col-SE Ridge,40,F,0,16,0,1,7475,mid,12,0.5,1,7000,32,4,4,6.1,3.4,13,weather_window_closed,0,0
CLB015763,2010,spring,South Col-SE Ridge,45,M,0,17,3,0,8002,budget,11,0.72,1,7300,32,4,7,7.0,2.7,22,frostbite,0,0
CLB015764,2004,winter,South Col-SE Ridge,42,M,1,1,3,1,8346,premium,9,1.68,1,7300,27,3,6,3.8,6.2,4,summited,0,1
CLB015765,2026,spring,other,44,M,0,12,1,0,8184,budget,7,0.03,1,8000,32,2,3,8.1,0.0,11,exhaustion_altitude_sickness,0,0
CLB015766,2005,spring,South Col-SE Ridge,40,F,0,11,2,0,8322,independent,7,0.16,0,0,23,2,5,5.8,3.8,18,oxygen_exhaustion,0,0
CLB015767,2021,spring,South Col-SE Ridge,33,M,0,9,0,1,6827,premium,8,1.41,1,7300,22,2,8,9.2,1.3,59,exhaustion_altitude_sickness,0,0
CLB015768,2013,spring,other,34,M,1,10,4,0,7759,budget,11,1.02,1,8000,31,3,5,7.4,1.1,6,illness,0,0
CLB015769,1999,spring,South Col-SE Ridge,40,M,0,11,2,0,8283,budget,9,0.8,1,7300,25,2,5,5.9,3.1,9,exhaustion_altitude_sickness,0,0
CLB015770,2015,spring,South Col-SE Ridge,29,M,0,10,0,0,7079,mid,10,1.08,1,7000,29,2,5,4.6,4.2,68,exhaustion_altitude_sickness,0,0
CLB015771,2002,spring,South Col-SE Ridge,52,M,0,16,1,1,7394,budget,7,1.09,1,7300,45,6,6,8.1,1.8,5,summited,0,1
CLB015772,2015,winter,South Col-SE Ridge,31,M,0,15,1,0,7726,mid,11,1.25,1,7900,32,4,2,5.8,5.0,93,team_decision,0,0
CLB015773,1996,spring,South Col-SE Ridge,41,M,0,18,1,2,7983,mid,11,0.64,1,8000,27,1,4,5.4,2.7,6,summited,0,1
CLB015774,2017,spring,South Col-SE Ridge,25,M,0,18,0,0,5993,mid,5,1.79,1,7000,33,5,6,1.3,8.1,110,frostbite,0,0
CLB015775,2024,autumn,North Ridge-NE,50,M,1,6,5,0,8574,mid,8,1.42,1,7900,36,4,3,7.4,4.0,18,summited,0,1
CLB015776,2014,spring,South Col-SE Ridge,41,M,1,1,3,1,8303,mid,8,0.9,1,7900,24,5,7,6.4,3.5,96,team_decision,0,0
CLB015777,2008,spring,South Col-SE Ridge,53,M,0,7,1,0,7861,mid,10,0.63,1,7300,33,2,6,4.2,4.5,32,weather_window_closed,0,0
CLB015778,2020,spring,North Ridge-NE,44,M,0,20,0,0,6727,mid,7,1.08,1,7900,34,4,7,4.5,5.8,42,other,0,0
CLB015779,2019,spring,South Col-SE Ridge,23,M,0,8,1,0,8012,budget,10,0.98,1,7300,43,6,4,7.6,2.2,36,exhaustion_altitude_sickness,0,0
CLB015780,2007,spring,North Ridge-NE,38,M,0,7,0,0,7612,budget,11,0.79,1,7300,35,3,6,3.9,5.2,1,exhaustion_altitude_sickness,0,0
CLB015781,2024,winter,South Col-SE Ridge,40,M,0,16,1,0,8229,premium,7,1.68,1,7000,29,4,3,9.2,0.4,47,exhaustion_altitude_sickness,0,0
CLB015782,2017,spring,South Col-SE Ridge,42,M,0,1,1,2,8278,mid,6,1.59,1,8000,33,3,3,7.4,2.7,41,frostbite,0,0
CLB015783,2026,spring,South Col-SE Ridge,16,M,0,0,0,3,5467,independent,5,0.42,1,7300,28,4,4,5.9,1.7,27,weather_window_closed,0,0
CLB015784,2019,spring,North Ridge-NE,33,M,1,1,3,2,7558,mid,13,0.77,1,7000,35,2,1,4.1,5.0,26,summited,0,1
CLB015785,1995,spring,North Ridge-NE,44,M,1,9,6,3,7786,budget,10,0.46,1,7000,39,2,7,6.9,2.9,3,summited,0,1
CLB015786,2005,spring,South Col-SE Ridge,43,F,1,10,5,0,7754,mid,4,0.71,1,8000,14,6,5,8.2,0.9,3,other,0,0
CLB015787,2001,autumn,South Col-SE Ridge,41,M,0,19,0,0,6550,mid,8,1.77,1,7900,25,4,6,5.0,5.9,21,summited,0,1
CLB015788,1990,spring,other,31,M,1,15,5,1,7990,budget,7,0.77,1,7000,22,3,10,8.8,0.9,3,summited,0,1
CLB015789,2025,spring,South Col-SE Ridge,43,M,0,12,1,0,8614,mid,8,1.2,1,7300,26,4,1,8.5,1.0,57,illness,0,0
CLB015790,2016,spring,North Ridge-NE,50,M,0,18,0,1,7176,budget,7,0.44,1,7900,22,3,5,5.1,3.6,15,team_decision,0,0
CLB015791,2026,spring,South Col-SE Ridge,32,M,0,0,1,0,8344,mid,12,1.39,1,7300,33,4,5,7.9,3.1,123,death_zone_crowding,0,0
CLB015792,2023,spring,North Ridge-NE,33,M,0,15,0,0,6206,budget,10,0.31,1,7900,39,2,3,6.8,2.8,58,other,0,0
CLB015793,2005,spring,South Col-SE Ridge,43,M,0,8,2,1,7969,mid,6,1.21,1,7300,22,2,1,9.3,0.0,1,frostbite,0,0
CLB015794,2025,spring,South Col-SE Ridge,54,M,0,8,2,0,8285,budget,10,0.8,1,8000,29,3,2,7.0,2.7,19,summited,0,1
